,instance_name,our_sa_min,Jobs,our_sa_mean,SA_time,size
6,100J_10p_3m_10%_5s-2.dzn,59,100,59.3,4.612296,medium
7,100J_10p_3m_10%_5s-3.dzn,62,100,63.0,4.320494,medium
8,100J_10p_3m_10%_5s-4.dzn,60,100,60.5,4.460245,medium
9,100J_10p_3m_10%_5s-5.dzn,63,100,63.3,4.771213,medium
10,100J_10p_3m_5%_20s-1.dzn,97,100,97.8,6.197146999999999,medium
11,100J_10p_3m_5%_20s-2.dzn,102,100,103.4,6.948653,medium
12,100J_10p_3m_5%_20s-3.dzn,111,100,112.2,6.941185,medium
13,100J_10p_3m_5%_20s-4.dzn,113,100,113.7,8.463692,medium
14,100J_10p_3m_5%_20s-5.dzn,107,100,108.5,6.333571,medium
15,100J_10p_3m_5%_5s-1.dzn,46,100,48.2,4.531513,medium
16,100J_10p_3m_5%_5s-2.dzn,48,100,48.9,4.3407219999999995,medium
17,100J_10p_3m_5%_5s-3.dzn,41,100,43.2,4.514553,medium
18,100J_10p_3m_5%_5s-4.dzn,40,100,40.7,3.9096420000000003,medium
19,100J_10p_3m_5%_5s-5.dzn,43,100,43.5,4.00591,medium
20,100J_10p_3m_50%_20s-1.dzn,262,100,262.0,6.845249,medium
21,100J_10p_3m_50%_20s-2.dzn,266,100,266.0,7.641909,medium
22,100J_10p_3m_50%_20s-3.dzn,264,100,264.0,7.209281,medium
23,100J_10p_3m_50%_20s-4.dzn,280,100,280.0,8.321409,medium
24,100J_10p_3m_50%_20s-5.dzn,285,100,285.5,6.686681,medium
25,100J_10p_3m_50%_5s-1.dzn,290,100,290.0,5.780713,medium
26,100J_10p_3m_50%_5s-2.dzn,260,100,260.0,5.92215,medium
27,100J_10p_3m_50%_5s-3.dzn,272,100,272.0,6.029567999999999,medium
28,100J_10p_3m_50%_5s-4.dzn,270,100,270.0,5.8003540000000005,medium
29,100J_10p_3m_50%_5s-5.dzn,286,100,286.0,5.3548100000000005,medium
30,100J_10p_5m_10%_20s-1.dzn,68,100,69.3,6.026546,medium
31,100J_10p_5m_10%_20s-2.dzn,69,100,69.8,5.716798,medium
32,100J_10p_5m_10%_20s-3.dzn,77,100,78.0,6.403628,medium
33,100J_10p_5m_10%_20s-4.dzn,76,100,77.5,5.579743,medium
34,100J_10p_5m_10%_20s-5.dzn,70,100,70.7,5.475013,medium
35,100J_10p_5m_10%_5s-1.dzn,67,100,67.0,4.623133,medium
36,100J_10p_5m_10%_5s-2.dzn,59,100,59.0,4.359874,medium
37,100J_10p_5m_10%_5s-3.dzn,62,100,62.0,4.569832,medium
38,100J_10p_5m_10%_5s-4.dzn,60,100,60.0,4.496286,medium
39,100J_10p_5m_10%_5s-5.dzn,63,100,63.0,4.50424,medium
40,100J_10p_5m_5%_20s-1.dzn,62,100,63.3,6.044967,medium
41,100J_10p_5m_5%_20s-2.dzn,65,100,66.6,6.216945,medium
42,100J_10p_5m_5%_20s-3.dzn,69,100,70.7,6.057282,medium
43,100J_10p_5m_5%_20s-4.dzn,70,100,71.4,6.625127999999999,medium
44,100J_10p_5m_5%_20s-5.dzn,68,100,68.6,5.452647,medium
45,100J_10p_5m_5%_5s-1.dzn,40,100,41.3,4.094783,medium
46,100J_10p_5m_5%_5s-2.dzn,40,100,41.1,4.294225,medium
47,100J_10p_5m_5%_5s-3.dzn,36,100,37.3,3.9995199999999995,medium
48,100J_10p_5m_5%_5s-4.dzn,34,100,34.5,4.390537,medium
49,100J_10p_5m_5%_5s-5.dzn,38,100,38.8,4.451242,medium
50,100J_10p_5m_50%_20s-1.dzn,262,100,262.0,6.235291999999999,medium
51,100J_10p_5m_50%_20s-2.dzn,266,100,266.0,6.297721,medium
52,100J_10p_5m_50%_20s-3.dzn,264,100,264.0,5.7813,medium
53,100J_10p_5m_50%_20s-4.dzn,280,100,280.0,6.775202,medium
54,100J_10p_5m_50%_20s-5.dzn,285,100,285.0,6.709137,medium
55,100J_10p_5m_50%_5s-1.dzn,290,100,290.0,5.139108,medium
56,100J_10p_5m_50%_5s-2.dzn,260,100,260.0,5.055124,medium
57,100J_10p_5m_50%_5s-3.dzn,272,100,272.0,5.1352899999999995,medium
58,100J_10p_5m_50%_5s-4.dzn,270,100,270.0,5.408984,medium
59,100J_10p_5m_50%_5s-5.dzn,286,100,286.0,5.02104,medium
60,100J_30p_3m_10%_20s-1.dzn,265,100,268.5,5.928389,medium
61,100J_30p_3m_10%_20s-2.dzn,310,100,316.7,5.8488500000000005,medium
62,100J_30p_3m_10%_20s-3.dzn,296,100,297.5,8.175535,medium
63,100J_30p_3m_10%_20s-4.dzn,278,100,281.8,6.639217,medium
64,100J_30p_3m_10%_20s-5.dzn,277,100,279.0,7.004337,medium
65,100J_30p_3m_10%_5s-1.dzn,181,100,181.0,4.469164,medium
66,100J_30p_3m_10%_5s-2.dzn,166,100,167.1,4.2736719999999995,medium
67,100J_30p_3m_10%_5s-3.dzn,172,100,172.0,4.599299,medium
68,100J_30p_3m_10%_5s-4.dzn,180,100,180.8,4.349881,medium
69,100J_30p_3m_10%_5s-5.dzn,166,100,167.8,4.472894,medium
70,100J_30p_3m_5%_20s-1.dzn,282,100,286.5,7.513395,medium
71,100J_30p_3m_5%_20s-2.dzn,303,100,307.4,6.954821,medium
72,100J_30p_3m_5%_20s-3.dzn,306,100,309.9,6.823072999999999,medium
73,100J_30p_3m_5%_20s-4.dzn,320,100,322.5,7.785973,medium
74,100J_30p_3m_5%_20s-5.dzn,303,100,307.0,5.777752,medium
75,100J_30p_3m_5%_5s-1.dzn,114,100,116.5,4.5995919999999995,medium
76,100J_30p_3m_5%_5s-2.dzn,126,100,129.3,4.297435,medium
77,100J_30p_3m_5%_5s-3.dzn,119,100,124.4,4.407239,medium
78,100J_30p_3m_5%_5s-4.dzn,113,100,118.3,4.417806000000001,medium
79,100J_30p_3m_5%_5s-5.dzn,119,100,121.1,4.572627,medium
80,100J_30p_3m_50%_20s-1.dzn,720,100,720.4,7.378241,medium
81,100J_30p_3m_50%_20s-2.dzn,803,100,803.0,7.656734,medium
82,100J_30p_3m_50%_20s-3.dzn,752,100,752.0,7.6465890000000005,medium
83,100J_30p_3m_50%_20s-4.dzn,748,100,748.0,7.384043,medium
84,100J_30p_3m_50%_20s-5.dzn,810,100,810.0,7.280429,medium
85,100J_30p_3m_50%_5s-1.dzn,815,100,826.5,6.923024,medium
86,100J_30p_3m_50%_5s-2.dzn,816,100,819.5,6.979736,medium
87,100J_30p_3m_50%_5s-3.dzn,798,100,831.0,6.491136,medium
88,100J_30p_3m_50%_5s-4.dzn,840,100,840.0,6.973361,medium
89,100J_30p_3m_50%_5s-5.dzn,814,100,814.0,6.8489189999999995,medium
90,100J_30p_5m_10%_20s-1.dzn,180,100,184.1,5.602558,medium
91,100J_30p_5m_10%_20s-2.dzn,203,100,207.1,5.868575,medium
92,100J_30p_5m_10%_20s-3.dzn,192,100,201.0,6.131664,medium
93,100J_30p_5m_10%_20s-4.dzn,186,100,191.8,5.6589730000000005,medium
94,100J_30p_5m_10%_20s-5.dzn,181,100,183.5,5.539586,medium
95,100J_30p_5m_10%_5s-1.dzn,181,100,181.0,4.446478,medium
96,100J_30p_5m_10%_5s-2.dzn,166,100,166.0,4.602932,medium
97,100J_30p_5m_10%_5s-3.dzn,172,100,172.0,4.313958,medium
98,100J_30p_5m_10%_5s-4.dzn,180,100,180.0,4.293299,medium
99,100J_30p_5m_10%_5s-5.dzn,164,100,164.0,4.2623240000000004,medium
100,100J_30p_5m_5%_20s-1.dzn,177,100,180.8,6.486607000000001,medium
101,100J_30p_5m_5%_20s-2.dzn,189,100,191.8,5.946256,medium
102,100J_30p_5m_5%_20s-3.dzn,190,100,191.0,6.346533,medium
103,100J_30p_5m_5%_20s-4.dzn,199,100,201.2,5.965117,medium
104,100J_30p_5m_5%_20s-5.dzn,187,100,189.4,5.588323,medium
105,100J_30p_5m_5%_5s-1.dzn,96,100,96.7,4.029725,medium
106,100J_30p_5m_5%_5s-2.dzn,104,100,106.9,4.458055,medium
107,100J_30p_5m_5%_5s-3.dzn,101,100,101.6,4.111539,medium
108,100J_30p_5m_5%_5s-4.dzn,101,100,101.0,4.232242,medium
109,100J_30p_5m_5%_5s-5.dzn,105,100,105.0,4.0558570000000005,medium
110,100J_30p_5m_50%_20s-1.dzn,720,100,720.0,5.6183,medium
111,100J_30p_5m_50%_20s-2.dzn,803,100,803.0,6.066171,medium
112,100J_30p_5m_50%_20s-3.dzn,752,100,752.0,6.37135,medium
113,100J_30p_5m_50%_20s-4.dzn,748,100,748.0,5.561574,medium
114,100J_30p_5m_50%_20s-5.dzn,810,100,810.0,5.816322,medium
115,100J_30p_5m_50%_5s-1.dzn,784,100,784.0,5.285361,medium
116,100J_30p_5m_50%_5s-2.dzn,816,100,816.0,5.689616,medium
117,100J_30p_5m_50%_5s-3.dzn,798,100,798.0,4.903291,medium
118,100J_30p_5m_50%_5s-4.dzn,835,100,835.0,5.524982,medium
119,100J_30p_5m_50%_5s-5.dzn,809,100,809.0,5.048546,medium
120,10J_10p_3m_10%_20s-1.dzn,16,10,16.0,1.281839,small
121,10J_10p_3m_10%_20s-2.dzn,18,10,18.2,1.6020879999999997,small
122,10J_10p_3m_10%_20s-3.dzn,14,10,14.0,1.1892719,small
123,10J_10p_3m_10%_20s-4.dzn,15,10,15.0,0.9913299,small
124,10J_10p_3m_10%_20s-5.dzn,18,10,18.0,1.0252313,small
125,10J_10p_3m_10%_5s-1.dzn,12,10,12.0,1.2990667999999999,small
126,10J_10p_3m_10%_5s-2.dzn,12,10,12.0,1.2283573,small
127,10J_10p_3m_10%_5s-3.dzn,13,10,13.0,1.0466997,small
128,10J_10p_3m_10%_5s-4.dzn,17,10,17.0,1.5206317999999999,small
129,10J_10p_3m_10%_5s-5.dzn,14,10,14.0,1.0660688,small
130,10J_10p_3m_5%_20s-1.dzn,14,10,14.0,0.9472016999999999,small
131,10J_10p_3m_5%_20s-2.dzn,10,10,10.0,1.0123406,small
132,10J_10p_3m_5%_20s-3.dzn,11,10,11.0,0.9150512,small
133,10J_10p_3m_5%_20s-4.dzn,20,10,20.0,1.0671070999999999,small
134,10J_10p_3m_5%_20s-5.dzn,12,10,12.0,1.0502341,small
135,10J_10p_3m_5%_5s-1.dzn,12,10,12.0,1.6697440000000001,small
136,10J_10p_3m_5%_5s-2.dzn,12,10,12.0,1.1163492,small
137,10J_10p_3m_5%_5s-3.dzn,12,10,12.0,1.442746,small
138,10J_10p_3m_5%_5s-4.dzn,13,10,13.0,1.5091543,small
139,10J_10p_3m_5%_5s-5.dzn,11,10,11.0,1.583033,small
140,10J_10p_3m_50%_20s-1.dzn,28,10,28.0,1.1025474,small
141,10J_10p_3m_50%_20s-2.dzn,45,10,45.0,1.0444996,small
142,10J_10p_3m_50%_20s-3.dzn,38,10,38.0,0.9862028,small
143,10J_10p_3m_50%_20s-4.dzn,32,10,32.0,1.2366293000000002,small
144,10J_10p_3m_50%_20s-5.dzn,29,10,29.0,1.3780641,small
145,10J_10p_3m_50%_5s-1.dzn,46,10,46.0,1.0383383,small
146,10J_10p_3m_50%_5s-2.dzn,25,10,25.0,0.8340345000000001,small
147,10J_10p_3m_50%_5s-3.dzn,28,10,28.0,0.9801804000000001,small
148,10J_10p_3m_50%_5s-4.dzn,27,10,27.0,1.0488141,small
149,10J_10p_3m_50%_5s-5.dzn,38,10,38.0,0.9659077,small
150,10J_10p_5m_10%_20s-1.dzn,12,10,12.0,1.2144686999999998,small
151,10J_10p_5m_10%_20s-2.dzn,15,10,15.0,2.366542,small
152,10J_10p_5m_10%_20s-3.dzn,14,10,14.0,1.1418485999999999,small
153,10J_10p_5m_10%_20s-4.dzn,13,10,13.0,1.1312009,small
154,10J_10p_5m_10%_20s-5.dzn,13,10,13.0,0.9929214999999999,small
155,10J_10p_5m_10%_5s-1.dzn,12,10,12.0,1.4471866,small
156,10J_10p_5m_10%_5s-2.dzn,12,10,12.0,1.3695477999999999,small
157,10J_10p_5m_10%_5s-3.dzn,13,10,13.0,1.1223862,small
158,10J_10p_5m_10%_5s-4.dzn,17,10,17.0,1.63107,small
159,10J_10p_5m_10%_5s-5.dzn,14,10,14.0,1.2874947,small
160,10J_10p_5m_5%_20s-1.dzn,13,10,13.0,1.3308038,small
161,10J_10p_5m_5%_20s-2.dzn,10,10,10.0,1.2178441,small
162,10J_10p_5m_5%_20s-3.dzn,11,10,11.0,1.2628271,small
163,10J_10p_5m_5%_20s-4.dzn,16,10,16.0,1.1174678999999998,small
164,10J_10p_5m_5%_20s-5.dzn,10,10,10.0,1.0874452,small
165,10J_10p_5m_5%_5s-1.dzn,12,10,12.0,1.8456569999999999,small
166,10J_10p_5m_5%_5s-2.dzn,12,10,12.0,1.2301593,small
167,10J_10p_5m_5%_5s-3.dzn,12,10,12.0,1.4408478,small
168,10J_10p_5m_5%_5s-4.dzn,13,10,13.0,1.55121,small
169,10J_10p_5m_5%_5s-5.dzn,11,10,11.0,1.2990175000000002,small
170,10J_10p_5m_50%_20s-1.dzn,28,10,28.0,1.0889326000000001,small
171,10J_10p_5m_50%_20s-2.dzn,45,10,45.0,1.0533214000000002,small
172,10J_10p_5m_50%_20s-3.dzn,38,10,38.0,1.1340992,small
173,10J_10p_5m_50%_20s-4.dzn,32,10,32.0,1.1583782,small
174,10J_10p_5m_50%_20s-5.dzn,29,10,29.0,1.416039,small
175,10J_10p_5m_50%_5s-1.dzn,46,10,46.0,1.1763457000000002,small
176,10J_10p_5m_50%_5s-2.dzn,24,10,24.0,1.2214922,small
177,10J_10p_5m_50%_5s-3.dzn,28,10,28.0,1.253161,small
178,10J_10p_5m_50%_5s-4.dzn,27,10,27.0,1.1560253,small
179,10J_10p_5m_50%_5s-5.dzn,38,10,38.0,1.1451493,small
180,10J_30p_3m_10%_20s-1.dzn,50,10,50.0,1.0139627,small
181,10J_30p_3m_10%_20s-2.dzn,52,10,52.0,1.4778535,small
182,10J_30p_3m_10%_20s-3.dzn,38,10,38.0,0.8893647,small
183,10J_30p_3m_10%_20s-4.dzn,40,10,40.0,1.0094696,small
184,10J_30p_3m_10%_20s-5.dzn,30,10,30.4,1.1553435,small
185,10J_30p_3m_10%_5s-1.dzn,43,10,43.0,1.1374059,small
186,10J_30p_3m_10%_5s-2.dzn,41,10,41.0,1.1162231,small
187,10J_30p_3m_10%_5s-3.dzn,41,10,41.0,1.1696778,small
188,10J_30p_3m_10%_5s-4.dzn,45,10,45.0,1.3556997,small
189,10J_30p_3m_10%_5s-5.dzn,46,10,46.0,1.517801,small
190,10J_30p_3m_5%_20s-1.dzn,34,10,34.0,1.0475087,small
191,10J_30p_3m_5%_20s-2.dzn,39,10,39.0,1.0974225,small
192,10J_30p_3m_5%_20s-3.dzn,40,10,40.0,1.0486347,small
193,10J_30p_3m_5%_20s-4.dzn,32,10,32.0,1.0443219,small
194,10J_30p_3m_5%_20s-5.dzn,32,10,32.0,0.9012043000000001,small
195,10J_30p_3m_5%_5s-1.dzn,29,10,29.0,1.2272655000000001,small
196,10J_30p_3m_5%_5s-2.dzn,34,10,34.0,1.5139185,small
197,10J_30p_3m_5%_5s-3.dzn,33,10,33.0,1.519047,small
198,10J_30p_3m_5%_5s-4.dzn,35,10,35.0,1.0800535,small
199,10J_30p_3m_5%_5s-5.dzn,28,10,28.0,1.2119969000000002,small
200,10J_30p_3m_50%_20s-1.dzn,80,10,80.0,1.0658565,small
201,10J_30p_3m_50%_20s-2.dzn,76,10,76.0,1.0253417,small
202,10J_30p_3m_50%_20s-3.dzn,120,10,120.0,1.0862947,small
203,10J_30p_3m_50%_20s-4.dzn,87,10,87.0,1.0420257,small
204,10J_30p_3m_50%_20s-5.dzn,74,10,74.0,1.1698092,small
205,10J_30p_3m_50%_5s-1.dzn,58,10,58.0,1.1069435,small
206,10J_30p_3m_50%_5s-2.dzn,86,10,86.0,1.1280101,small
207,10J_30p_3m_50%_5s-3.dzn,99,10,99.0,0.8822489000000001,small
208,10J_30p_3m_50%_5s-4.dzn,95,10,95.0,1.0367142,small
209,10J_30p_3m_50%_5s-5.dzn,73,10,73.0,1.0497138,small
210,10J_30p_5m_10%_20s-1.dzn,40,10,40.0,1.0080987000000001,small
211,10J_30p_5m_10%_20s-2.dzn,38,10,38.0,1.5869659999999999,small
212,10J_30p_5m_10%_20s-3.dzn,38,10,38.0,1.1899933,small
213,10J_30p_5m_10%_20s-4.dzn,34,10,34.0,1.0969813,small
214,10J_30p_5m_10%_20s-5.dzn,25,10,25.0,1.1622676,small
215,10J_30p_5m_10%_5s-1.dzn,43,10,43.0,1.2539691,small
216,10J_30p_5m_10%_5s-2.dzn,41,10,41.0,1.168468,small
217,10J_30p_5m_10%_5s-3.dzn,41,10,41.0,1.3464935,small
218,10J_30p_5m_10%_5s-4.dzn,45,10,45.0,1.1478556,small
219,10J_30p_5m_10%_5s-5.dzn,46,10,46.0,1.6754252,small
220,10J_30p_5m_5%_20s-1.dzn,34,10,34.0,1.2363678999999999,small
221,10J_30p_5m_5%_20s-2.dzn,39,10,39.0,1.3495972,small
222,10J_30p_5m_5%_20s-3.dzn,33,10,33.0,1.1094843,small
223,10J_30p_5m_5%_20s-4.dzn,32,10,32.0,1.0894999,small
224,10J_30p_5m_5%_20s-5.dzn,32,10,32.0,1.2941976,small
225,10J_30p_5m_5%_5s-1.dzn,29,10,29.0,1.3231348,small
226,10J_30p_5m_5%_5s-2.dzn,34,10,34.0,1.670512,small
227,10J_30p_5m_5%_5s-3.dzn,33,10,33.0,1.5447724,small
228,10J_30p_5m_5%_5s-4.dzn,35,10,35.0,1.1222604,small
229,10J_30p_5m_5%_5s-5.dzn,28,10,28.0,1.4720739999999999,small
230,10J_30p_5m_50%_20s-1.dzn,80,10,80.0,1.391943,small
231,10J_30p_5m_50%_20s-2.dzn,76,10,76.0,1.181066,small
232,10J_30p_5m_50%_20s-3.dzn,120,10,120.0,1.2080503999999999,small
